id,land_area_sqft,zone_class,land_area_sqft_norm
91161040,3796,R-5,3500
91073046,3967,R-5,3500
91073073,3443,R-5,3000
91145019,6360,R-5,6000
91161015,3796,R-5,3500
91145005,3796,R-5,3500
91073108,3240,R-5,3000
91073222,3240,R-5,3000
91073012,3528,R-5,3500
91073282,3527,R-5,3500
91070158,3240,R-5,3000
91070142,3528,R-5,3500
91073244,3520,R-5,3500
91073208,3360,R-5,3000
91073061,3360,R-5,3000
91161024,5063,R-5,5000
91070106,3240,R-5,3000
91073139,3888,R-5,3500
91070023,3240,R-5,3000
91144084,3822,R-5,3500
91073127,3280,R-5,3000
91070010,4548,R-5,4500
91070034,3440,R-5,3000
91070168,3360,R-5,3000
91070103,3360,R-5,3000
91161031,5135,R-5,5000
91161101,4520,R-5,4500
91073066,3360,R-5,3000
91073190,3240,R-5,3000
91144045,3900,R-5,3500
91073018,3570,R-5,3500
91145021,4641,R-5,4500
91073263,3435,R-5,3000
91070041,4175,R-5,4000
91161037,4552,R-5,4500
91070029,3240,R-5,3000
91161063,4004,R-5,4000
91073279,3360,R-5,3000
91070056,3082,R-5,3000
91070005,3847,R-5,3500
91144078,3796,R-5,3500
91144072,3848,R-5,3500
91073257,3068,R-5,3000
91145001,3822,R-5,3500
91161100,5125,R-5,5000
91161051,3952,R-5,3500
91070161,3240,R-5,3000
91144046,3900,R-5,3500
91145031,5224,R-5,5000
91070159,3360,R-5,3000
91070118,3442,R-5,3000
91161108,3796,R-5,3500
91073134,3581,R-5,3500
91073097,3694,R-5,3500
91161096,5414,R-5,5000
91070171,3240,R-5,3000
91073078,3443,R-5,3000
91161009,3796,R-5,3500
91073261,3275,R-5,3000
91073181,3360,R-5,3000
91161094,3796,R-5,3500
91073132,3567,R-5,3500
91073140,3453,R-5,3000
91070157,3360,R-5,3000
91073084,3443,R-5,3000
91073275,4630,R-5,4500
91073166,3360,R-5,3000
91073003,3570,R-5,3500
91073227,3240,R-5,3000
91070045,3294,R-5,3000
91073164,3360,R-5,3000
91070073,3360,R-5,3000
91073035,3360,R-5,3000
91073055,3360,R-5,3000
91073280,3120,R-5,3000
91161045,3952,R-5,3500
91145037,5038,R-5,5000
91073036,3360,R-5,3000
91161012,5063,R-5,5000
91145020,5338,R-5,5000
91073260,4146,R-5,4000
91070166,3240,R-5,3000
91161122,4492,R-5,4000
91073207,3240,R-5,3000
91073118,3302,R-5,3000
91070097,3240,R-5,3000
91161128,3796,R-5,3500
91144027,4004,R-5,4000
91073129,3440,R-5,3000
91145007,4323,R-5,4000
91073040,3240,R-5,3000
91073051,3360,R-5,3000
91144081,3796,R-5,3500
91161134,3796,R-5,3500
91161091,3822,R-5,3500
91073116,4253,R-5,4000
91161095,5016,R-5,5000
91073028,3360,R-5,3000
91073217,3567,R-5,3500
91073111,3274,R-5,3000
91073266,4204,R-5,4000
91070071,3240,R-5,3000
91070018,3612,R-5,3500
91161005,3796,R-5,3500
91161112,3796,R-5,3500
91161075,3796,R-5,3500
91073141,3613,R-5,3500
91073199,4537,R-5,4500
91073038,3360,R-5,3000
91073213,3240,R-5,3000
91073125,3440,R-5,3000
91161116,3796,R-5,3500
91073218,3447,R-5,3000
91161047,3952,R-5,3500
91073138,3718,R-5,3500
91145039,4219,R-5,4000
91144030,5915,R-5,5500
91073135,3902,R-5,3500
91070070,3360,R-5,3000
91161081,3796,R-5,3500
91073254,3798,R-5,3500
91070009,3621,R-5,3500
91161070,3796,R-5,3500
91070165,3360,R-5,3000
91070102,3240,R-5,3000
91073094,3443,R-5,3000
91073271,6740,R-5,6500
91073130,3724,R-5,3500
91073088,3443,R-5,3000
91070156,3240,R-5,3000
91144083,5063,R-5,5000
91073188,3360,R-5,3000
91070003,3360,R-5,3000
91144086,3796,R-5,3500
91070061,3240,R-5,3000
91161119,4503,R-5,4500
91144085,3796,R-5,3500
91070007,3360,R-5,3000
91070028,3360,R-5,3000
91144012,5088,R-5,5000
91073054,3240,R-5,3000
91073063,3240,R-5,3000
91073210,3360,R-5,3000
91070173,3546,R-5,3500
91073150,3668,R-5,3500
91073021,3589,R-5,3500
91073030,3360,R-5,3000
91073219,3240,R-5,3000
38004062,10000,R-10,10000
37006040,7541,R-7.5,7500
38010039,11410,R-7.5,11000
37014048,7702,R-7.5,7500
38002014,11115,R-10,11000
37013047,7784,R-7.5,7500
37013049,7760,R-7.5,7500
37010031,10039,R-7.5,10000
37013064,7700,R-7.5,7500
37014030,8054,R-7.5,8000
37014049,7500,R-7.5,7500
37002042,10080,R-10,10000
38017048,5648,R-7.5,5500
38016025,9510,R-7.5,9500
37006021,7500,R-7.5,7500
38004003,11158,R-10,11000
37012040,106383,R-7.5,106000
37008004,8750,R-7.5,8500
37014077,7878,R-7.5,7500
37012056,8050,R-7.5,8000
37012042,8577,R-7.5,8500
37012018,7842,R-7.5,7500
37007050,6833,R-7.5,6500
38009034,5100,R-7.5,5000
38004036,13978,R-10,13500
37011016,9973,R-7.5,9500
38003041,5760,R-10,5500
38016067,5139,R-7.5,5000
37007002,7897,R-7.5,7500
38008002,10089,R-10,10000
37003055,9472,R-10,9000
38009104,7508,R-5,7500
37006024,7500,R-7.5,7500
37008037,8500,R-7.5,8500
37005027,10001,R-10,10000
38010047,14131,R-7.5,14000
37008029,7937,R-7.5,7500
37015034,7588,R-7.5,7500
37013075,7573,R-7.5,7500
38008035,15316,R-10,15000
38006024,10692,R-7.5,10500
38009074,10858,R-7.5,10500
37002069,13038,R-10,13000
38016045,6153,R-7.5,6000
37011024,9858,R-7.5,9500
37012015,7626,R-7.5,7500
37008058,7599,R-7.5,7500
38002037,8991,R-10,8500
37015035,7919,R-7.5,7500
37008038,8500,R-7.5,8500
38004025,10344,R-10,10000
38016042,11511,R-7.5,11500
37005024,10000,R-7.5,10000
38007005,9104,R-10,9000
38009003,10858,R-7.5,10500
38006032,8014,R-7.5,8000
37007033,8136,R-7.5,8000
37014088,8390,R-7.5,8000
37012082,5759,R-7.5,5500
38004042,11245,R-10,11000
38017032,10518,R-7.5,10500
37008005,8750,R-7.5,8500
38017037,8190,R-7.5,8000
37013050,7628,R-7.5,7500
37008012,8750,R-7.5,8500
38017063,5268,R-7.5,5000
37013044,7700,R-7.5,7500
38017030,8400,R-7.5,8000
37005016,10091,R-10,10000
37015007,8202,R-7.5,8000
38001039,5200,R-7.5,5000
38003022,7431,R-10,7000
38007045,13942,R-10,13500
37007043,9333,R-7.5,9000
38016040,9798,R-7.5,9500
38006041,8076,R-7.5,8000
38015036,10019,R-10,10000
37015016,8153,R-7.5,8000
37007021,7500,R-7.5,7500
38017071,4680,R-7.5,4500
37015018,8153,R-7.5,8000
38010012,10858,R-7.5,10500
37014028,7628,R-7.5,7500
37014104,7500,R-7.5,7500
38016031,12633,R-7.5,12500
37008022,10329,R-7.5,10000
38016029,4590,R-7.5,4500
38005026,11250,R-10,11000
38004043,11013,R-10,11000
37015029,7601,R-7.5,7500
38017058,5907,R-7.5,5500
38017076,4500,R-7.5,4500
37009015,9995,R-10,9500
38007017,10001,R-10,10000
38004048,10110,R-10,10000
38002012,10980,R-10,10500
38017031,8940,R-7.5,8500
37008007,8750,R-7.5,8500
38016044,5086,R-7.5,5000
37002036,13610,R-10,13500
37014029,7543,R-7.5,7500
37010020,7720,R-7.5,7500
38007007,10000,R-10,10000
38017075,4050,R-7.5,4000
38009035,5030,R-7.5,5000
38009057,5600,R-7.5,5500
37015054,7699,R-7.5,7500
37009020,10000,R-10,10000
37006035,8006,R-7.5,8000
38009058,5600,R-7.5,5500
38009082,5014,R-7.5,5000
38007023,10892,R-10,10500
37015049,7500,R-7.5,7500
38017066,4770,R-7.5,4500
37002009,16317,R-10,16000
38007008,10000,R-10,10000
37012065,8047,R-7.5,8000
37011048,8750,R-7.5,8500
38016020,5024,R-7.5,5000
38004027,10192,R-10,10000
38010037,6212,R-7.5,6000
38017015,10088,R-7.5,10000
37002064,10125,R-10,10000
37015058,7500,R-7.5,7500
37002013,12544,R-10,12500
38017019,8120,R-7.5,8000
37012016,7626,R-7.5,7500
38015011,9109,R-10,9000
38017041,6694,R-7.5,6500
38009073,5728,R-7.5,5500
37015017,8153,R-7.5,8000
37014084,7540,R-7.5,7500
37015033,11453,R-7.5,11000
37001029,25945,R-10,25500
37013066,7700,R-7.5,7500
37015044,7505,R-7.5,7500
38005016,9333,R-10,9000
38004031,13455,R-10,13000
37014001,7500,R-7.5,7500
37010002,10128,R-10,10000
37014059,7934,R-7.5,7500
38010022,6200,R-7.5,6000
38009006,15410,R-7.5,15000
37014041,7705,R-7.5,7500
37008019,13923,R-7.5,13500
37005018,11867,R-10,11500
22003008,12243,R-7.5,12000
38009041,10958,R-10,10500
37010064,8050,R-7.5,8000
37009054,8750,R-7.5,8500
38004063,10000,R-10,10000
37007008,7727,R-7.5,7500
38010036,5709,R-7.5,5500
38008006,14680,R-10,14500
37011039,8050,R-7.5,8000
37009036,10000,R-10,10000
38016033,10011,R-7.5,10000
38009065,5810,R-7.5,5500
37008034,8500,R-7.5,8500
38009106,6032,R-5,6000
38017008,6184,R-7.5,6000
37005035,7501,R-7.5,7500
38009019,10000,R-10,10000
37011013,111470,R-10,111000
37010067,8325,R-7.5,8000
37011015,9291,R-7.5,9000
37006017,8214,R-7.5,8000
37007006,7500,R-7.5,7500
37010058,10552,R-7.5,10500
37008043,8501,R-7.5,8500
38005010,11250,R-10,11000
38010038,7426,R-7.5,7000
37002046,10400,R-10,10000
37009058,10001,R-10,10000
38016076,4461,R-7.5,4000
38017078,4050,R-7.5,4000
37008054,8125,R-7.5,8000
37009041,10000,R-10,10000
38015030,29467,R-10,29000
37007019,7958,R-7.5,7500
37013055,7626,R-7.5,7500
38010051,10218,R-7.5,10000
37007034,8239,R-7.5,8000
37015037,13002,R-7.5,13000
37006025,7500,R-7.5,7500
37007003,7500,R-7.5,7500
38006014,11690,R-7.5,11500
37014069,7944,R-7.5,7500
38004069,10000,R-10,10000
37013100,5760,R-7.5,5500
38017001,5225,R-7.5,5000
37012036,8634,R-7.5,8500
37006007,7966,R-7.5,7500
37012038,8496,R-7.5,8000
37014031,7770,R-7.5,7500
37002043,12890,R-10,12500
38005005,11164,R-10,11000
37010045,8077,R-7.5,8000
38016055,14240,R-7.5,14000
38001062,8994,R-10,8500
37013051,7675,R-7.5,7500
38010061,7160,R-7.5,7000
37002022,9394,R-10,9000
38003053,5831,R-10,5500
37002080,95,R-10,0
37014072,7599,R-7.5,7500
37013092,5714,R-7.5,5500
37015019,8153,R-7.5,8000
37012046,9661,R-7.5,9500
37011045,8750,R-7.5,8500
38005017,10812,R-10,10500
37012023,7626,R-7.5,7500
38003019,12300,R-10,12000
38010052,7012,R-7.5,7000
37010044,8077,R-7.5,8000
37008064,8125,R-7.5,8000
37006002,8244,R-7.5,8000
37002037,12500,R-10,12500
37002075,10247,R-10,10000
38003003,24930,R-10,24500
38016019,4772,R-7.5,4500
37008010,8750,R-7.5,8500
38009072,5700,R-7.5,5500
37010063,8050,R-7.5,8000
37015056,7597,R-7.5,7500
38006017,9907,R-7.5,9500
37015038,10326,R-7.5,10000
38016011,4937,R-7.5,4500
38010059,11796,R-7.5,11500
38015024,10000,R-10,10000
37009048,8750,R-7.5,8500
37013028,7626,R-7.5,7500
37006018,8100,R-7.5,8000
38004068,9189,R-10,9000
38016061,6184,R-7.5,6000
38010069,15836,R-7.5,15500
38004051,11329,R-10,11000
38017017,11240,R-7.5,11000
37013095,5794,R-7.5,5500
38008031,8168,R-5,8000
37007007,7500,R-7.5,7500
37010008,10025,R-7.5,10000
38004004,22000,R-10,22000
38004078,11440,R-10,11000
37013079,7523,R-7.5,7500
38008021,9632,R-5,9500
38003035,8437,R-10,8000
38015008,10000,R-10,10000
38010001,8200,R-7.5,8000
37013063,7700,R-7.5,7500
38017039,8190,R-7.5,8000
37009057,11412,R-10,11000
37006008,8452,R-7.5,8000
37003075,6538,R-7.5,6500
38015006,10000,R-10,10000
38004045,10114,R-10,10000
37005033,7953,R-7.5,7500
37002019,12312,R-10,12000
38004035,11145,R-10,11000
38017035,7127,R-7.5,7000
38017029,9100,R-7.5,9000
37003057,18698,R-10,18500
37009032,10000,R-10,10000
37010014,7720,R-7.5,7500
37008017,8310,R-7.5,8000
38016039,12919,R-7.5,12500
37014009,7500,R-7.5,7500
37013086,5492,R-7.5,5000
37014097,9575,R-7.5,9500
38009001,10858,R-7.5,10500
38004020,9723,R-10,9500
38010058,6300,R-7.5,6000
37005039,7502,R-7.5,7500
37006012,7500,R-7.5,7500
37002038,11010,R-10,11000
38010055,9906,R-7.5,9500
37002003,8900,R-10,8500
38008024,16676,R-5,16500
38016038,5568,R-7.5,5500
37002065,10256,R-10,10000
37002066,10574,R-10,10500
38004081,8575,R-10,8500
37012020,7626,R-7.5,7500
38009105,6021,R-5,6000
38017045,5665,R-7.5,5500
37010055,8490,R-7.5,8000
38003055,4124,R-10,4000
37012064,11385,R-7.5,11000
38016028,4590,R-7.5,4500
37008031,7939,R-7.5,7500
37007005,7500,R-7.5,7500
38002009,10930,R-10,10500
37009037,10000,R-10,10000
37012045,9847,R-7.5,9500
38008052,5000,R-5,5000
37002033,11077,R-10,11000
37010035,7723,R-7.5,7500
37013099,5760,R-7.5,5500
38009036,13860,R-7.5,13500
38016026,5728,R-7.5,5500
38017070,4500,R-7.5,4500
38007024,11719,R-10,11500
37005029,10000,R-10,10000
37015041,7833,R-7.5,7500
38009049,12093,R-10,12000
37012069,7502,R-7.5,7500
38009013,20001,R-10,20000
37011037,8050,R-7.5,8000
37009034,10000,R-10,10000
38016054,11983,R-7.5,11500
37010062,8050,R-7.5,8000
37015002,8202,R-7.5,8000
37010019,8025,R-7.5,8000
38003054,5831,R-10,5500
37010066,8388,R-7.5,8000
38004064,10000,R-10,10000
38017073,4500,R-7.5,4500
38003063,10000,R-10,10000
38010056,6560,R-7.5,6500
37008066,8125,R-7.5,8000
37012044,9158,R-7.5,9000
37011046,8750,R-7.5,8500
38009059,5799,R-7.5,5500
37014098,8503,R-7.5,8500
37012063,8582,R-7.5,8500
38002015,10930,R-10,10500
38003021,6894,R-10,6500
38016013,5000,R-7.5,5000
37009043,8752,R-10,8500
38009098,6000,R-5,6000
38006035,9819,R-7.5,9500
37014103,7500,R-7.5,7500
37009018,10000,R-10,10000
37008014,8415,R-7.5,8000
37007010,7812,R-7.5,7500
38008062,6131,R-5,6000
37015001,8202,R-7.5,8000
38006044,7884,R-7.5,7500
37002056,11476,R-10,11000
37015013,8153,R-7.5,8000
37002014,17468,R-10,17000
38015040,14520,R-10,14500
37008039,8500,R-7.5,8500
37012058,7548,R-7.5,7500
37011009,10001,R-10,10000
38016073,4500,R-7.5,4500
37002020,16172,R-10,16000
37013042,7700,R-7.5,7500
37014026,7661,R-7.5,7500
38004079,10842,R-10,10500
37002047,10300,R-10,10000
38010028,6028,R-7.5,6000
37002057,10149,R-10,10000
38010060,12931,R-7.5,12500
37002006,8874,R-10,8500
37014070,7599,R-7.5,7500
38002034,12725,R-10,12500
37012068,7505,R-7.5,7500
38009052,5911,R-10,5500
38009083,5000,R-5,5000
37011043,8750,R-7.5,8500
38007022,10778,R-10,10500
38008056,7924,R-5,7500
37013093,5516,R-7.5,5500
37012077,5443,R-7.5,5000
38009016,5831,R-10,5500
38009081,5014,R-7.5,5000
37008067,8125,R-7.5,8000
37002079,10497,R-10,10000
38008059,10050,R-10,10000
38009028,5014,R-7.5,5000
37009023,10000,R-10,10000
38015015,10000,R-10,10000
38009077,5000,R-5,5000
38001074,11593,R-10,11500
37005036,7501,R-7.5,7500
37002025,10456,R-10,10000
37012070,7507,R-7.5,7500
37009062,10002,R-10,10000
38004023,9116,R-10,9000
37002016,14125,R-10,14000
37008070,7760,R-7.5,7500
37014102,7573,R-7.5,7500
38004070,10000,R-10,10000
38009010,7281,R-10,7000
38008011,14244,R-5,14000
38003048,8135,R-10,8000
37013096,5877,R-7.5,5500
37013098,5760,R-7.5,5500
37005019,11134,R-10,11000
22003006,7185,R-7.5,7000
37014012,7500,R-7.5,7500
37009033,10000,R-10,10000
37006004,7500,R-7.5,7500
37014063,7599,R-7.5,7500
38017053,5309,R-7.5,5000
37015045,7623,R-7.5,7500
37002060,11059,R-10,11000
38005021,10221,R-10,10000
37014023,7644,R-7.5,7500
38002001,31930,R-10,31500
38005014,10004,R-10,10000
37008006,8750,R-7.5,8500
37015032,9883,R-7.5,9500
38017013,6408,R-7.5,6000
37008015,12657,R-7.5,12500
37009021,10000,R-10,10000
38009025,5100,R-7.5,5000
37014073,7599,R-7.5,7500
37008072,7656,R-7.5,7500
38010066,3889,R-7.5,3500
37005028,10003,R-10,10000
37003010,751339,R-7.5,751000
38004046,10002,R-10,10000
38017061,7588,R-7.5,7500
37008045,7647,R-7.5,7500
37002073,10335,R-10,10000
37013074,7840,R-7.5,7500
38016010,5142,R-7.5,5000
38005013,11390,R-10,11000
37015024,7535,R-7.5,7500
37007052,7579,R-7.5,7500
37005037,7500,R-7.5,7500
38008034,7799,R-5,7500
38005015,8104,R-10,8000
38017033,14831,R-7.5,14500
37008013,8750,R-7.5,8500
38016046,6168,R-7.5,6000
37008042,8500,R-7.5,8500
38015002,10098,R-5,10000
37013031,7866,R-7.5,7500
38016063,11154,R-7.5,11000
37015003,8202,R-7.5,8000
38004049,10322,R-10,10000
38002025,12640,R-10,12500
38010081,3723,R-7.5,3500
37010016,7720,R-7.5,7500
38002028,32248,R-10,32000
37012017,7776,R-7.5,7500
37010057,9606,R-7.5,9500
37008026,9688,R-7.5,9500
37005006,11406,R-10,11000
37014043,7750,R-7.5,7500
38007047,11265,R-10,11000
37013072,7900,R-7.5,7500
37006020,8036,R-7.5,8000
38001036,4800,R-7.5,4500
37013059,7958,R-7.5,7500
37012053,7639,R-7.5,7500
38006029,8200,R-7.5,8000
38006016,7000,R-7.5,7000
37014052,7502,R-7.5,7500
38005011,11250,R-10,11000
38010071,18275,R-7.5,18000
38005025,11250,R-10,11000
38004061,10000,R-10,10000
38009070,5700,R-7.5,5500
37010068,10518,R-7.5,10500
38007052,15632,R-10,15500
38017016,14031,R-7.5,14000
38010030,8008,R-7.5,8000
38016034,12256,R-7.5,12000
37009053,8633,R-7.5,8500
37002055,12100,R-10,12000
37007053,7573,R-7.5,7500
37009017,10000,R-10,10000
38009071,5700,R-7.5,5500
37002044,13500,R-10,13500
37007054,7566,R-7.5,7500
37013087,5529,R-7.5,5500
38017050,5687,R-7.5,5500
37014100,8531,R-7.5,8500
38017064,4498,R-7.5,4000
38016024,7266,R-7.5,7000
37006022,7500,R-7.5,7500
37009031,10260,R-10,10000
37014076,7910,R-7.5,7500
38009044,17500,R-10,17500
37015040,7801,R-7.5,7500
37014050,7502,R-7.5,7500
38016077,4212,R-7.5,4000
37002032,11638,R-10,11500
38010078,4234,R-7.5,4000
38002016,10844,R-10,10500
37010070,11000,R-7.5,11000
37012021,7626,R-7.5,7500
37009046,8750,R-7.5,8500
37010017,7720,R-7.5,7500
37014055,7502,R-7.5,7500
38015004,10000,R-10,10000
38008007,9111,R-10,9000
37012028,10737,R-7.5,10500
37013102,5760,R-7.5,5500
37010047,10039,R-7.5,10000
38009089,11334,R-5,11000
38008040,10036,R-10,10000
38001018,5979,R-7.5,5500
37014065,7777,R-7.5,7500
38006013,11375,R-7.5,11000
37011012,10000,R-10,10000
37008027,9605,R-7.5,9500
37010059,8233,R-7.5,8000
37009059,10001,R-10,10000
37010022,7720,R-7.5,7500
38001034,5000,R-7.5,5000
37011042,10000,R-7.5,10000
38009045,10000,R-10,10000
38004024,10901,R-10,10500
37013065,7700,R-7.5,7500
38017047,5665,R-7.5,5500
37011034,8050,R-7.5,8000
37002035,10000,R-10,10000
37012029,12724,R-7.5,12500
37011049,8760,R-7.5,8500
38010011,10858,R-7.5,10500
38009038,10025,R-10,10000
39090057,5700,R-5,5500
39097003,5143,R-5,5000
39087014,5692,R-5,5500
39105006,6021,R-5,6000
39086030,6578,R-5,6500
39087033,5448,R-5,5000
39093126,6454,R-5,6000
39092053,4001,R-5,4000
39105061,11325,R-5,11000
39109009,7076,R-5,7000
39086001,6324,R-5,6000
39089057,7720,R-5,7500
39105002,5913,R-5,5500
39097055,3838,R-5,3500
39109003,7076,R-5,7000
39103019,4406,R-5,4000
39103103,3979,R-5,3500
39081071,5500,R-5,5500
39093111,8475,R-5,8000
39092087,5667,R-5,5500
39103097,3823,R-5,3500
39103088,3754,R-5,3500
39086110,7648,R-5,7500
39097054,3838,R-5,3500
39103020,4406,R-5,4000
39081088,6325,R-5,6000
39080094,6108,R-5,6000
39082024,5244,R-5,5000
39091080,3816,R-5,3500
39086034,6263,R-5,6000
39087121,6250,R-5,6000
39105064,11357,R-5,11000
39093032,7057,R-5,7000
39094065,4723,R-5,4500
39086059,5647,R-5,5500
39086058,5539,R-5,5500
39093090,6007,R-5,6000
39094076,3789,R-5,3500
39091089,5772,R-5,5500
39080023,7144,R-5,7000
39090007,6270,R-5,6000
39097044,4563,R-5,4500
39080025,6087,R-5,6000
39091059,5695,R-5,5500
39089089,5100,R-5,5000
39087111,7084,R-5,7000
39089081,6670,R-5,6500
39089056,5783,R-5,5500
39081092,7508,R-5,7500
39097046,3965,R-5,3500
39080054,6943,R-5,6500
39082012,8599,R-5,8500
39103121,7038,R-5,7000
39109048,6954,R-5,6500
39092016,7163,R-5,7000
39082050,19215,R-5,19000
39087122,6500,R-5,6500
39109012,7076,R-5,7000
39109044,6954,R-5,6500
39109040,6954,R-5,6500
39087103,6670,R-5,6500
39092039,261360,R-5,261000
39087050,5846,R-5,5500
39094050,3792,R-5,3500
39090071,6032,R-5,6000
39090035,7067,R-5,7000
39093010,6240,R-5,6000
39082034,5103,R-5,5000
39081029,12093,R-5,12000
39094057,3771,R-5,3500
39080080,7724,R-5,7500
39090095,5643,R-5,5500
39087090,6313,R-5,6000
39093099,9994,R-5,9500
39091069,6834,R-5,6500
39082053,8022,R-5,8000
39103128,7833,R-5,7500
39090087,5782,R-5,5500
39082054,8184,R-5,8000
39087046,5685,R-5,5500
39093097,8257,R-5,8000
39109030,7076,R-5,7000
39080068,5400,R-5,5000
39097041,5894,R-5,5500
39093083,6000,R-5,6000
39103123,7393,R-5,7000
39097038,4088,R-5,4000
39097058,3838,R-5,3500
39091062,5700,R-5,5500
39090085,5604,R-5,5500
39086036,5692,R-5,5500
39089066,5757,R-5,5500
39103090,3751,R-5,3500
39080030,5670,R-5,5500
39103063,8415,R-5,8000
39082027,5346,R-5,5000
39089098,9519,R-5,9500
39081075,6328,R-5,6000
39092047,4201,R-5,4000
39092029,6316,R-5,6000
39093082,6000,R-5,6000
39103051,4554,R-5,4500
39093053,6999,R-5,6500
39080110,7119,R-5,7000
39090084,5678,R-5,5500
39089020,6670,R-5,6500
39109027,7076,R-5,7000
39089061,5790,R-5,5500
39080073,6589,R-5,6500
39092051,4004,R-5,4000
39094044,3960,R-5,3500
39089042,9519,R-5,9500
39105040,3200,R-5,3000
39093089,6000,R-5,6000
39091041,7114,R-5,7000
39097043,7001,R-5,7000
39087078,6272,R-5,6000
39080006,7596,R-5,7500
39080040,5653,R-5,5500
39109069,7068,R-5,7000
39080077,6875,R-5,6500
39081033,5400,R-5,5000
39097040,5653,R-5,5500
39086004,5500,R-5,5500
39086082,5800,R-5,5500
39097057,3838,R-5,3500
39103004,6759,R-5,6500
39093001,6250,R-5,6000
39103119,6473,R-5,6000
39094002,10106,R-5,10000
39105015,3600,R-5,3500
39087124,6134,R-5,6000
39092001,8844,R-5,8500
39080048,5500,R-5,5500
39092081,5445,R-5,5000
39082020,5523,R-5,5500
39087005,7042,R-5,7000
39092043,4000,R-5,4000
39087007,7665,R-5,7500
39086029,6123,R-5,6000
39109037,6954,R-5,6500
39080024,7058,R-5,7000
39092072,6009,R-5,6000
39093093,7708,R-5,7500
39087123,6500,R-5,6500
39081073,5500,R-5,5500
39091050,6470,R-5,6000
39086080,6972,R-5,6500
39093122,5934,R-5,5500
39109045,6954,R-5,6500
39087061,5644,R-5,5500
39090091,5603,R-5,5500
